"Pl_HostName","Pl_Letter","Pl_Name","Pl_DiscoveryMethod","Pl_DiscoveryYear","Pl_OrbitalPeriod","Pl_SemiMajorAxis","Pl_Eccentricity","Pl_MassEarth","Pl_RadiusEarth","Pl_Density","Pl_EquilibriumTemp","Pl_InsolationFlux","Pl_NumStars","St_Distance","St_OpticalMagnitude","St_SpectralType","St_EffectiveTemp","St_SurfaceGravity","St_Luminosity","St_MassSolar","St_RadiusSolar","St_Metallicity","St_MetallicityRatio","St_Age"
"Kepler-168","b","Kepler-168 b","Transit",2014,4.425391,0.056,NA,2.73,1.46,4.82,NA,725.06,1,1476,14.605,"",6282,4.42,0.319,1.3,1.11,0.09,"[Fe/H]",2.29
"Kepler-168","c","Kepler-168 c","Transit",2014,13.193242,0.116,NA,7.7,2.69,2.17,NA,169,1,1476,14.605,"",6282,4.42,0.319,1.3,1.11,0.09,"[Fe/H]",2.29
"Kepler-169","b","Kepler-169 b","Transit",2014,3.250619,0.04,NA,1.51,1.13,5.75,NA,195.22,1,434,14.162,"",4997,4.58,-0.523,0.84,0.76,0.05,"[Fe/H]",3.72
"Kepler-169","c","Kepler-169 c","Transit",2014,6.195469,0.062,NA,1.92,1.21,5.96,NA,82.85,1,434,14.162,"",4997,4.58,-0.523,0.84,0.76,0.05,"[Fe/H]",3.72
"Kepler-169","d","Kepler-169 d","Transit",2014,8.348125,0.075,NA,2.1,1.25,5.91,NA,55.53,1,434,14.162,"",4997,4.58,-0.523,0.84,0.76,0.05,"[Fe/H]",3.72
"Kepler-169","e","Kepler-169 e","Transit",2014,13.767102,0.105,NA,5.48,2.2,2.83,NA,28.55,1,434,14.162,"",4997,4.58,-0.523,0.84,0.76,0.05,"[Fe/H]",3.72
"Kepler-169","f","Kepler-169 f","Transit",2014,87.090195,0.359,NA,7.18,2.58,2.3,NA,2.44,1,434,14.162,"",4997,4.58,-0.523,0.84,0.76,0.05,"[Fe/H]",3.72
"Kepler-17","b","Kepler-17 b","Transit",2011,1.4857108,0.02591,0.011,778.65,14.68,1.35,1570,1481.77,1,800,14.131,"G2 V",5781,4.53,-0.037,1.16,1.05,0.26,"[Fe/H]",1.78
"Kepler-170","b","Kepler-170 b","Transit",2014,7.930592,0.08,NA,82.6,3.2,13.9,NA,136.52,1,743,14.347,"",5679,4.45,-0.098,1.03,1.03,0.31,"[Fe/H]",3.63
"Kepler-170","c","Kepler-170 c","Transit",2014,16.665863,0.131,NA,8.55,2.86,2.01,NA,50.68,1,743,14.347,"",5679,4.45,-0.098,1.03,1.03,0.31,"[Fe/H]",3.63
"Kepler-171","b","Kepler-171 b","Transit",2014,4.166972,0.05,NA,6.08,2.34,2.61,NA,304.18,1,1026,14.905,"",5642,4.57,-0.178,1.07,0.84,0.05,"[Fe/H]",3.47
"Kepler-171","c","Kepler-171 c","Transit",2014,11.463462,0.098,NA,7.08,2.56,2.32,NA,78.91,1,1026,14.905,"",5642,4.57,-0.178,1.07,0.84,0.05,"[Fe/H]",3.47
"Kepler-171","d","Kepler-171 d","Transit",2014,39.595519,0.223,NA,4.23,1.89,3.44,NA,15.1,1,1026,14.905,"",5642,4.57,-0.178,1.07,0.84,0.05,"[Fe/H]",3.47
"Kepler-172","b","Kepler-172 b","Transit",2014,2.940309,0.04,NA,6.12,2.35,2.59,NA,639.48,1,796,14.537,"",5526,4.38,-0.067,1,1.08,0.23,"[Fe/H]",6.46
"Kepler-172","c","Kepler-172 c","Transit",2014,6.388996,0.068,NA,8.55,2.86,2.01,NA,227.22,1,796,14.537,"",5526,4.38,-0.067,1,1.08,0.23,"[Fe/H]",6.46
"Kepler-172","d","Kepler-172 d","Transit",2014,14.627119,0.118,NA,5.69,2.25,2.74,NA,75.29,1,796,14.537,"",5526,4.38,-0.067,1,1.08,0.23,"[Fe/H]",6.46
"Kepler-172","e","Kepler-172 e","Transit",2014,35.118736,0.211,NA,8.05,2.76,2.1,NA,23.43,1,796,14.537,"",5526,4.38,-0.067,1,1.08,0.23,"[Fe/H]",6.46
"Kepler-173","b","Kepler-173 b","Transit",2014,4.263742,0.048,NA,2.21,1.29,5.66,NA,599.5,1,810,14.258,"",6031,4.4,0.036,1.04,0.95,-0.01,"[Fe/H]",3.98
"Kepler-173","c","Kepler-173 c","Transit",2014,8.005777,0.074,NA,6.48,2.43,2.48,NA,258.42,1,810,14.258,"",6031,4.4,0.036,1.04,0.95,-0.01,"[Fe/H]",3.98
"Kepler-174","b","Kepler-174 b","Transit",2014,13.98179,0.1,NA,4.5,1.96,3.28,NA,24.42,1,371,14.286,"",4880,4.68,-0.611,0.71,0.62,-0.36,"[Fe/H]",4.9
"Kepler-174","c","Kepler-174 c","Transit",2014,44.000529,0.214,NA,2.83,1.49,4.7,NA,5.3,1,371,14.286,"",4880,4.68,-0.611,0.71,0.62,-0.36,"[Fe/H]",4.9
"Kepler-174","d","Kepler-174 d","Transit",2014,247.35373,0.677,NA,5.43,2.19,2.84,NA,0.53,1,371,14.286,"",4880,4.68,-0.611,0.71,0.62,-0.36,"[Fe/H]",4.9
"Kepler-175","b","Kepler-175 b","Transit",2014,11.903515,0.105,NA,7.08,2.56,2.32,NA,129.64,1,1279,14.911,"",6064,4.47,0.185,1.12,1.01,0.1,"[Fe/H]",3.39
"Kepler-175","c","Kepler-175 c","Transit",2014,34.035257,0.213,NA,9.8,3.1,1.81,NA,31.95,1,1279,14.911,"",6064,4.47,0.185,1.12,1.01,0.1,"[Fe/H]",3.39
"Kepler-176","b","Kepler-176 b","Transit",2014,5.433074,0.058,NA,2.63,1.43,4.94,NA,123.8,1,564,14.545,"",5232,4.47,-0.445,0.87,0.89,0.03,"[Fe/H]",4.68
"Kepler-176","c","Kepler-176 c","Transit",2014,12.759712,0.102,NA,23,2.6,7.19,NA,39.63,1,564,14.545,"",5232,4.47,-0.445,0.87,0.89,0.03,"[Fe/H]",4.68
"Kepler-176","d","Kepler-176 d","Transit",2014,25.751974,0.163,NA,15.2,2.51,5.28,NA,15.54,1,564,14.545,"",5232,4.47,-0.445,0.87,0.89,0.03,"[Fe/H]",4.68
"Kepler-176","e","Kepler-176 e","Transit",2016,51.16579,NA,NA,2.7,1.45,4.87,NA,6.22,1,564,14.545,"",5232,4.47,-0.445,0.87,0.89,0.03,"[Fe/H]",4.68
"Kepler-177","b","Kepler-177 b","Transit",2013,36.855,NA,NA,2,2.9,1,NA,38.12,1,1068,14.941,"",5942,4.42,0.246,1,1.05,0,"[Fe/H]",4.37
"Kepler-177","c","Kepler-177 c","Transit",2013,49.412,NA,NA,7.5,7.1,0.2,NA,25.79,1,1068,14.941,"",5942,4.42,0.246,1,1.05,0,"[Fe/H]",4.37
"Kepler-178","b","Kepler-178 b","Transit",2014,9.576694,0.085,NA,8.75,2.9,1.97,NA,84.57,1,741,14.578,"",5676,4.33,-0.215,0.94,1.07,0.08,"[Fe/H]",4.68
"Kepler-178","c","Kepler-178 c","Transit",2014,20.552802,0.142,NA,8.65,2.88,1.99,NA,30.55,1,741,14.578,"",5676,4.33,-0.215,0.94,1.07,0.08,"[Fe/H]",4.68
"Kepler-178","d","Kepler-178 d","Transit",2014,96.678988,0.397,NA,14.8,3.95,1.32,NA,3.87,1,741,14.578,"",5676,4.33,-0.215,0.94,1.07,0.08,"[Fe/H]",4.68
"Kepler-179","b","Kepler-179 b","Transit",2014,2.735926,0.036,NA,3.33,1.64,4.15,NA,360.26,1,660,14.603,"",5302,4.61,-0.352,0.91,0.76,-0.02,"[Fe/H]",4.27
"Kepler-179","c","Kepler-179 c","Transit",2014,6.40013,0.064,NA,4.66,2,3.2,NA,115.98,1,660,14.603,"",5302,4.61,-0.352,0.91,0.76,-0.02,"[Fe/H]",4.27
"Kepler-18","b","Kepler-18 b","Transit",2011,3.504725,0.0447,0,6.9,2,4.9,NA,355.74,1,507,13.539,"",5345,4.31,-0.031,0.97,1.11,0.19,"[Fe/H]",10
"Kepler-18","c","Kepler-18 c","Transit",2011,7.64159,0.0752,0,17.3,5.49,0.59,NA,126.08,1,507,13.539,"",5345,4.31,-0.031,0.97,1.11,0.19,"[Fe/H]",10
"Kepler-18","d","Kepler-18 d","Transit",2011,14.85888,0.1172,0,16.4,6.98,0.27,NA,51.92,1,507,13.539,"",5345,4.31,-0.031,0.97,1.11,0.19,"[Fe/H]",10
"Kepler-180","b","Kepler-180 b","Transit",2014,13.817124,0.109,NA,2.86,1.5,4.66,NA,72.12,1,675,14.325,"",5731,4.34,-0.14,0.95,1.06,0.03,"[Fe/H]",4.57
"Kepler-180","c","Kepler-180 c","Transit",2014,41.885775,0.229,NA,9.32,3.01,1.88,NA,16.42,1,675,14.325,"",5731,4.34,-0.14,0.95,1.06,0.03,"[Fe/H]",4.57
"Kepler-181","b","Kepler-181 b","Transit",2014,3.137873,0.04,NA,2.15,1.27,5.77,NA,255.58,1,667,14.714,"",5333,4.62,-0.388,0.88,0.75,-0.01,"[Fe/H]",4.57
"Kepler-181","c","Kepler-181 c","Transit",2014,4.302149,0.049,NA,4.62,1.99,3.22,NA,168.19,1,667,14.714,"",5333,4.62,-0.388,0.88,0.75,-0.01,"[Fe/H]",4.57
"Kepler-182","b","Kepler-182 b","Transit",2014,9.825792,0.096,NA,7.18,2.58,2.3,NA,239.79,1,1409,14.874,"",6250,4.4,0.342,1.16,1.15,0.08,"[Fe/H]",3.09
"Kepler-182","c","Kepler-182 c","Transit",2014,20.684342,0.157,NA,11.6,3.43,1.58,NA,88.85,1,1409,14.874,"",6250,4.4,0.342,1.16,1.15,0.08,"[Fe/H]",3.09
"Kepler-183","b","Kepler-183 b","Transit",2014,5.687945,0.064,NA,4.9,2.06,3.08,NA,281.85,1,1015,14.893,"",5888,4.5,-0.01,1,0.96,0.02,"[Fe/H]",4.27
"Kepler-183","c","Kepler-183 c","Transit",2014,11.637071,0.103,NA,35.7,2.27,16.8,NA,108.72,1,1015,14.893,"",5888,4.5,-0.01,1,0.96,0.02,"[Fe/H]",4.27
"Kepler-184","b","Kepler-184 b","Transit",2014,10.687576,0.092,NA,6.17,2.36,2.58,NA,70.36,1,716,14.311,"",5788,4.51,-0.252,0.97,0.87,0.01,"[Fe/H]",4.47
"Kepler-184","c","Kepler-184 c","Transit",2014,20.303005,0.141,NA,8.8,1.97,6.32,NA,29.88,1,716,14.311,"",5788,4.51,-0.252,0.97,0.87,0.01,"[Fe/H]",4.47
"Kepler-184","d","Kepler-184 d","Transit",2014,29.022358,0.179,NA,6.76,2.49,2.41,NA,18.56,1,716,14.311,"",5788,4.51,-0.252,0.97,0.87,0.01,"[Fe/H]",4.47
"Kepler-185","b","Kepler-185 b","Transit",2014,1.6329,0.026,NA,1.71,1.17,5.87,NA,475.51,1,511,14.443,"",5208,4.54,-0.516,0.82,0.81,-0.04,"[Fe/H]",4.9
"Kepler-185","c","Kepler-185 c","Transit",2014,20.729042,0.139,NA,4.74,2.02,3.16,NA,16.03,1,511,14.443,"",5208,4.54,-0.516,0.82,0.81,-0.04,"[Fe/H]",4.9
"Kepler-186","b","Kepler-186 b","Transit",2014,3.8867907,0.0343,NA,1.24,1.07,5.56,579,37.37,1,172,14.599,"M1",3755,4.74,-1.26,0.54,0.52,-0.26,"[Fe/H]",4
"Kepler-186","c","Kepler-186 c","Transit",2014,7.267302,0.0451,NA,2.1,1.25,5.91,470,13.98,1,172,14.599,"M1",3755,4.74,-1.26,0.54,0.52,-0.26,"[Fe/H]",4
"Kepler-186","d","Kepler-186 d","Transit",2014,13.342996,0.0781,NA,2.54,1.4,5.09,384,7.2,1,172,14.599,"M1",3755,4.74,-1.26,0.54,0.52,-0.26,"[Fe/H]",4
"Kepler-186","e","Kepler-186 e","Transit",2014,22.407704,0.11,NA,2.15,1.27,5.77,NA,3.61,1,172,14.599,"M1",3755,4.74,-1.26,0.54,0.52,-0.26,"[Fe/H]",4
"Kepler-186","f","Kepler-186 f","Transit",2014,129.9441,0.432,0.04,1.71,1.17,5.87,NA,0.3,1,172,14.599,"M1",3755,4.74,-1.26,0.54,0.52,-0.26,"[Fe/H]",4
"Kepler-187","b","Kepler-187 b","Transit",2014,4.938864,0.059,NA,2.57,1.41,5.04,NA,902.24,1,867,14.175,"",6105,4.27,0.363,1.11,1.29,-0.02,"[Fe/H]",3.72
"Kepler-187","c","Kepler-187 c","Transit",2014,10.640263,0.099,NA,7.61,2.67,2.2,NA,324.13,1,867,14.175,"",6105,4.27,0.363,1.11,1.29,-0.02,"[Fe/H]",3.72
"Kepler-188","b","Kepler-188 b","Transit",2014,2.061897,0.032,NA,3.46,1.68,4.01,NA,1069.23,1,896,14.634,"",6021,4.35,0.016,0.98,1.14,0,"[Fe/H]",4.37
"Kepler-188","c","Kepler-188 c","Transit",2014,5.996553,0.066,NA,10.3,3.19,1.74,NA,257.35,1,896,14.634,"",6021,4.35,0.016,0.98,1.14,0,"[Fe/H]",4.37
"Kepler-189","b","Kepler-189 b","Transit",2014,10.399931,0.088,NA,1.92,1.21,5.96,NA,45.39,1,618,14.821,"",5235,4.62,-0.451,0.83,0.75,-0.02,"[Fe/H]",5.13
"Kepler-189","c","Kepler-189 c","Transit",2014,20.134866,0.137,NA,22.7,2.38,9.25,NA,18.81,1,618,14.821,"",5235,4.62,-0.451,0.83,0.75,-0.02,"[Fe/H]",5.13
"Kepler-19","b","Kepler-19 b","Transit",2011,9.28716,NA,0.12,8.4,2.209,10.4,NA,93.54,1,2119,11.876,"",5544,4.51,-0.183,0.94,0.86,-0.08,"[Fe/H]",1.9
"Kepler-19","c","Kepler-19 c","Transit Timing Variations",2011,28.731,NA,0.21,13.1,3.68,1.44,NA,NA,1,2119,11.876,"",5544,4.51,-0.183,0.94,0.86,-0.08,"[Fe/H]",1.9
"Kepler-19","d","Kepler-19 d","Radial Velocity",2017,62.95,NA,0.05,22.5,5.06,0.954,NA,NA,1,2119,11.876,"",5544,4.51,-0.183,0.94,0.86,-0.08,"[Fe/H]",1.9
"Kepler-190","b","Kepler-190 b","Transit",2014,2.019999,0.03,NA,3.05,1.56,4.41,NA,417.24,1,455,14.118,"",5106,4.56,-0.451,0.86,0.8,0.02,"[Fe/H]",3.72
"Kepler-190","c","Kepler-190 c","Transit",2014,3.763024,0.045,NA,2.73,1.46,4.82,NA,181.7,1,455,14.118,"",5106,4.56,-0.451,0.86,0.8,0.02,"[Fe/H]",3.72
"Kepler-191","b","Kepler-191 b","Transit",2014,9.939632,0.087,NA,2.36,1.34,5.39,NA,NA,1,626,14.776,"",5282,4.59,-0.441,0.84,0.79,-0.05,"[Fe/H]",4.9
"Kepler-191","c","Kepler-191 c","Transit",2014,17.738506,0.128,NA,4.12,1.86,3.52,NA,NA,1,626,14.776,"",5282,4.59,-0.441,0.84,0.79,-0.05,"[Fe/H]",4.9
"Kepler-191","d","Kepler-191 d","Transit",2016,5.94504102,NA,NA,5.82,2.28,2.7,NA,NA,1,626,14.776,"",5282,4.59,-0.441,0.84,0.79,-0.05,"[Fe/H]",4.9
"Kepler-192","b","Kepler-192 b","Transit",2014,9.926746,0.09,NA,7.95,2.74,2.12,NA,105.3,1,616,14.104,"",5479,4.43,-0.109,0.94,1.01,0.13,"[Fe/H]",6.76
"Kepler-192","c","Kepler-192 c","Transit",2014,21.2234,0.15,NA,8.2,2.79,2.07,NA,38.22,1,616,14.104,"",5479,4.43,-0.109,0.94,1.01,0.13,"[Fe/H]",6.76
"Kepler-192","d","Kepler-192 d","Transit",2016,6.47027579,NA,NA,1.04,1.02,5.39,NA,186.08,1,616,14.104,"",5479,4.43,-0.109,0.94,1.01,0.13,"[Fe/H]",6.76
"Kepler-193","b","Kepler-193 b","Transit",2014,11.38848,0.106,NA,6.3,2.39,2.54,NA,117.3,1,1196,14.596,"",6335,4.4,0.066,1.14,1.15,0.03,"[Fe/H]",2.88
"Kepler-193","c","Kepler-193 c","Transit",2014,50.697494,0.286,NA,8,2.75,2.11,NA,16.03,1,1196,14.596,"",6335,4.4,0.066,1.14,1.15,0.03,"[Fe/H]",2.88
"Kepler-194","b","Kepler-194 b","Transit",2014,2.092281,0.032,NA,2.89,1.51,4.61,NA,953.17,1,1218,14.912,"",6089,4.42,0.022,1.09,1.02,0.07,"[Fe/H]",3.55
"Kepler-194","c","Kepler-194 c","Transit",2014,17.308032,0.131,NA,7.22,2.59,2.28,NA,56.95,1,1218,14.912,"",6089,4.42,0.022,1.09,1.02,0.07,"[Fe/H]",3.55
"Kepler-194","d","Kepler-194 d","Transit",2014,52.814973,0.275,NA,6.35,2.4,2.52,NA,12.86,1,1218,14.912,"",6089,4.42,0.022,1.09,1.02,0.07,"[Fe/H]",3.55
"Kepler-195","b","Kepler-195 b","Transit",2014,8.307872,0.077,NA,4.78,2.03,3.14,NA,74.15,1,649,14.799,"",5329,4.6,-0.367,0.83,0.78,-0.11,"[Fe/H]",4.9
"Kepler-195","c","Kepler-195 c","Transit",2014,34.096863,0.197,NA,3.02,1.55,4.46,NA,11.28,1,649,14.799,"",5329,4.6,-0.367,0.83,0.78,-0.11,"[Fe/H]",4.9
"Kepler-196","b","Kepler-196 b","Transit",2014,20.739886,0.138,NA,4.27,1.9,3.42,NA,20.73,1,452,14.103,"",5128,4.57,-0.409,0.85,0.78,-0.02,"[Fe/H]",3.98
"Kepler-196","c","Kepler-196 c","Transit",2014,47.427737,0.24,NA,5.65,2.24,2.76,NA,6.88,1,452,14.103,"",5128,4.57,-0.409,0.85,0.78,-0.02,"[Fe/H]",3.98
"Kepler-197","b","Kepler-197 b","Transit",2014,5.599308,0.06,0.02,1.04,1.02,5.39,NA,431.26,1,341,11.78,"",6004,4.3,0.199,1.01,1.12,-0.28,"[Fe/H]",5.37
"Kepler-197","c","Kepler-197 c","Transit",2014,10.349695,0.09,0.08,5.3,1.23,15.7,NA,189.97,1,341,11.78,"",6004,4.3,0.199,1.01,1.12,-0.28,"[Fe/H]",5.37
"Kepler-197","d","Kepler-197 d","Transit",2014,15.677563,0.119,0.03,1.98,1.22,5.99,NA,109.09,1,341,11.78,"",6004,4.3,0.199,1.01,1.12,-0.28,"[Fe/H]",5.37
"Kepler-197","e","Kepler-197 e","Transit",2014,25.209715,0.164,0.38,0.693,0.91,5.05,NA,57.94,1,341,11.78,"",6004,4.3,0.199,1.01,1.12,-0.28,"[Fe/H]",5.37
"Kepler-198","b","Kepler-198 b","Transit",2014,17.790037,0.131,NA,8.35,2.82,2.05,NA,44.55,1,512,13.566,"",5574,4.47,-0.141,0.97,0.94,0.04,"[Fe/H]",3.72
"Kepler-198","c","Kepler-198 c","Transit",2014,49.567416,0.259,NA,6.66,2.47,2.43,NA,11.35,1,512,13.566,"",5574,4.47,-0.141,0.97,0.94,0.04,"[Fe/H]",3.72
"Kepler-198","d","Kepler-198 d","Transit",2016,1.31184443,NA,NA,2.96,1.53,4.54,NA,1444.52,1,512,13.566,"",5574,4.47,-0.141,0.97,0.94,0.04,"[Fe/H]",3.72
"Kepler-199","b","Kepler-199 b","Transit",2014,23.637604,0.158,NA,9.85,3.11,1.8,NA,31.68,1,493,13.597,"",5644,4.44,-0.109,0.96,0.97,-0.12,"[Fe/H]",1.45
"Kepler-199","c","Kepler-199 c","Transit",2014,67.093408,0.316,NA,10.6,3.25,1.7,NA,7.88,1,493,13.597,"",5644,4.44,-0.109,0.96,0.97,-0.12,"[Fe/H]",1.45
"Kepler-20","b","Kepler-20 b","Transit",2011,3.69611525,0.0463,0.03,9.7,1.868,8.2,1105,324.11,1,290,12.51,"",5495,4.45,-0.189,0.95,0.96,0.07,"[m/H]",7.6
"Kepler-20","c","Kepler-20 c","Transit",2011,10.85409089,0.0949,0.16,12.75,3.047,2.5,772,77.02,1,290,12.51,"",5495,4.45,-0.189,0.95,0.96,0.07,"[m/H]",7.6
"Kepler-20","d","Kepler-20 d","Transit",2011,77.61130017,0.3506,0.6,10.07,2.744,2.7,401,5.59,1,290,12.51,"",5495,4.45,-0.189,0.95,0.96,0.07,"[m/H]",7.6
"Kepler-20","e","Kepler-20 e","Transit",2011,6.09852281,0.0639,0.28,3.08,0.865,NA,1040,166,1,290,12.51,"",5495,4.45,-0.189,0.95,0.96,0.07,"[m/H]",7.6
"Kepler-20","f","Kepler-20 f","Transit",2011,19.57758478,0.1396,0.32,14.3,1.003,NA,705,35.07,1,290,12.51,"",5495,4.45,-0.189,0.95,0.96,0.07,"[m/H]",7.6
"Kepler-20","g","Kepler-20 g","Radial Velocity",2016,34.94,0.2055,0.15,19.96,4.71,1.05,524,NA,1,290,12.51,"",5495,4.45,-0.189,0.95,0.96,0.07,"[m/H]",7.6
"Kepler-200","b","Kepler-200 b","Transit",2014,8.594805,0.08,NA,5.18,2.13,2.95,NA,159.07,1,658,13.952,"",5678,4.45,-0.045,0.98,0.94,-0.07,"[Fe/H]",3.63
"Kepler-200","c","Kepler-200 c","Transit",2014,10.222157,0.09,NA,3.15,1.59,4.31,NA,126.36,1,658,13.952,"",5678,4.45,-0.045,0.98,0.94,-0.07,"[Fe/H]",3.63
"Kepler-201","b","Kepler-201 b","Transit",2014,25.672083,0.175,NA,6.62,2.46,2.44,NA,64.55,1,613,12.92,"",6065,4.29,0.319,1.18,1.23,0.15,"[Fe/H]",2.19
"Kepler-201","c","Kepler-201 c","Transit",2014,151.884058,0.573,NA,8.5,2.85,2.02,NA,6.03,1,613,12.92,"",6065,4.29,0.319,1.18,1.23,0.15,"[Fe/H]",2.19
"Kepler-202","b","Kepler-202 b","Transit",2014,4.069427,0.045,NA,3.29,1.63,4.17,NA,108.5,1,302,13.843,"",4668,4.65,-0.708,0.78,0.67,0.01,"[Fe/H]",3.24
"Kepler-202","c","Kepler-202 c","Transit",2014,16.282493,0.113,NA,4.08,1.85,3.54,NA,17.07,1,302,13.843,"",4668,4.65,-0.708,0.78,0.67,0.01,"[Fe/H]",3.24
"Kepler-203","b","Kepler-203 b","Transit",2014,3.162697,0.043,NA,7.13,2.57,2.31,NA,668.22,1,697,13.942,"",5821,4.36,0.01,1,1.11,-0.01,"[Fe/H]",5.5
"Kepler-203","c","Kepler-203 c","Transit",2014,5.370647,0.061,NA,749.9,2.47,273,NA,329.79,1,697,13.942,"",5821,4.36,0.01,1,1.11,-0.01,"[Fe/H]",5.5
"Kepler-203","d","Kepler-203 d","Transit",2014,11.32972,0.1,NA,33.9,1.44,62.4,NA,121.82,1,697,13.942,"",5821,4.36,0.01,1,1.11,-0.01,"[Fe/H]",5.5
"Kepler-204","b","Kepler-204 b","Transit",2014,14.400974,0.117,NA,6.94,2.53,2.35,NA,79.7,1,769,13.874,"",5812,4.27,0.014,1.03,1.24,0.01,"[Fe/H]",5.75
"Kepler-204","c","Kepler-204 c","Transit",2014,25.660593,0.173,NA,3.86,1.79,3.7,NA,36.89,1,769,13.874,"",5812,4.27,0.014,1.03,1.24,0.01,"[Fe/H]",5.75
"Kepler-205","b","Kepler-205 b","Transit",2014,2.75564,0.032,NA,2.89,1.51,4.61,672,102.56,1,150,13.495,"M1 V",4321,4.74,-0.989,0.6,0.55,-0.25,"[M/H]",3.16
"Kepler-205","c","Kepler-205 c","Transit",2014,20.306546,0.122,NA,3.33,1.64,4.15,345,7.14,1,150,13.495,"M1 V",4321,4.74,-0.989,0.6,0.55,-0.25,"[M/H]",3.16
"Kepler-206","b","Kepler-206 b","Transit",2014,7.781987,0.078,NA,1.87,1.2,5.95,NA,192.27,1,617,13.461,"",5764,4.31,0.053,1.05,1.19,0.08,"[Fe/H]",5.25
"Kepler-206","c","Kepler-206 c","Transit",2014,13.137471,0.111,NA,3.78,1.77,3.75,NA,95.51,1,617,13.461,"",5764,4.31,0.053,1.05,1.19,0.08,"[Fe/H]",5.25
"Kepler-206","d","Kepler-206 d","Transit",2014,23.44281,0.163,NA,1.81,1.19,5.9,NA,44.17,1,617,13.461,"",5764,4.31,0.053,1.05,1.19,0.08,"[Fe/H]",5.25
"Kepler-207","b","Kepler-207 b","Transit",2014,1.611865,0.029,NA,3.09,1.57,4.39,NA,4097.32,1,760,13.167,"",5920,4.13,0.511,1.2,1.59,0.18,"[Fe/H]",4.17
"Kepler-207","c","Kepler-207 c","Transit",2014,3.071571,0.044,NA,2.86,1.5,4.66,NA,1742.71,1,760,13.167,"",5920,4.13,0.511,1.2,1.59,0.18,"[Fe/H]",4.17
"Kepler-207","d","Kepler-207 d","Transit",2014,5.868075,0.068,NA,11,3.31,1.67,NA,732.6,1,760,13.167,"",5920,4.13,0.511,1.2,1.59,0.18,"[Fe/H]",4.17
"Kepler-208","b","Kepler-208 b","Transit",2014,4.22864,0.054,NA,3.29,1.63,4.17,NA,639.58,1,856,13.538,"",6092,4.26,0.252,1.16,1.31,0.19,"[Fe/H]",4.37
"Kepler-208","c","Kepler-208 c","Transit",2014,7.466623,0.079,NA,2.51,1.39,5.14,NA,300.17,1,856,13.538,"",6092,4.26,0.252,1.16,1.31,0.19,"[Fe/H]",4.37
"Kepler-208","d","Kepler-208 d","Transit",2014,11.131786,0.103,NA,1.87,1.2,5.95,NA,176.28,1,856,13.538,"",6092,4.26,0.252,1.16,1.31,0.19,"[Fe/H]",4.37
"Kepler-208","e","Kepler-208 e","Transit",2014,16.259458,0.132,NA,2.79,1.48,4.73,NA,106.34,1,856,13.538,"",6092,4.26,0.252,1.16,1.31,0.19,"[Fe/H]",4.37
"Kepler-209","b","Kepler-209 b","Transit",2014,16.087845,0.122,NA,5.73,2.26,2.73,NA,48.66,1,584,13.952,"",5513,4.47,-0.16,0.95,0.94,0.03,"[Fe/H]",4.47
"Kepler-209","c","Kepler-209 c","Transit",2014,41.749882,0.231,NA,9.8,3.1,1.81,NA,13.64,1,584,13.952,"",5513,4.47,-0.16,0.95,0.94,0.03,"[Fe/H]",4.47
"Kepler-21","b","Kepler-21 b","Transit",2012,2.78578,0.042717,0.02,5.08,1.639,6.4,2025,3021.19,2,113,8.25,"F6 IV",6305,4.03,0.715,1.41,1.9,-0.03,"[Fe/H]",3.03
"Kepler-210","b","Kepler-210 b","Transit",2014,2.453234,0.032,NA,8.96,2.94,1.94,734,122.14,1,242,13.804,"M0 V",4559,4.66,-0.758,0.77,0.65,0.15,"[Fe/H]",1.78
"Kepler-210","c","Kepler-210 c","Transit",2014,7.972513,0.07,NA,12.8,3.62,1.48,495,25.44,1,242,13.804,"M0 V",4559,4.66,-0.758,0.77,0.65,0.15,"[Fe/H]",1.78
"Kepler-211","b","Kepler-211 b","Transit",2014,4.138575,0.048,NA,2.13,1.26,5.85,NA,158.19,1,322,13.273,"",5123,4.55,-0.408,0.9,0.82,0.1,"[Fe/H]",1.55
"Kepler-211","c","Kepler-211 c","Transit",2014,6.04045,0.062,NA,18.3,1.29,46.8,NA,95.44,1,322,13.273,"",5123,4.55,-0.408,0.9,0.82,0.1,"[Fe/H]",1.55
"Kepler-212","b","Kepler-212 b","Transit",2014,16.257582,0.133,NA,1.32,1.09,5.6,NA,133.87,1,597,12.987,"",5852,4.18,0.367,1.09,1.46,0.16,"[Fe/H]",5.5
"Kepler-212","c","Kepler-212 c","Transit",2014,31.805174,0.207,NA,7.95,2.74,2.12,NA,54.66,1,597,12.987,"",5852,4.18,0.367,1.09,1.46,0.16,"[Fe/H]",5.5
"Kepler-213","b","Kepler-213 b","Transit",2014,2.46236,0.036,NA,3.26,1.62,4.21,NA,833.47,1,578,13.602,"",5696,4.31,0.055,1.07,1.2,0.25,"[Fe/H]",1.62
"Kepler-213","c","Kepler-213 c","Transit",2014,4.822962,0.057,NA,6.08,2.34,2.61,NA,339.54,1,578,13.602,"",5696,4.31,0.055,1.07,1.2,0.25,"[Fe/H]",1.62
"Kepler-214","b","Kepler-214 b","Transit",2014,15.660544,0.13,NA,7.32,2.61,2.26,NA,196.4,1,804,13.906,"",6169,4.25,0.5,1.11,1.35,0.09,"[Fe/H]",1.58
